t,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,Y,X,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type,trajectory_id
888467000000,13326,888467000000,wamv5/gps_wamv_link,0,0,-33.7243057934,150.673707819,-0.0753952620295,0,0,0,0,0,0,0,0,0,2,5
888533000000,13327,888533000000,wamv5/gps_wamv_link,0,0,-33.7243059037,150.673707845,-0.0769274289599,0,0,0,0,0,0,0,0,0,2,5
888600000000,13328,888600000000,wamv5/gps_wamv_link,0,0,-33.7243060148,150.67370787,-0.0786180033821,0,0,0,0,0,0,0,0,0,2,5
888667000000,13329,888667000000,wamv5/gps_wamv_link,0,0,-33.7243061251,150.673707894,-0.0804026300172,0,0,0,0,0,0,0,0,0,2,5
888733000000,13330,888733000000,wamv5/gps_wamv_link,0,0,-33.7243062334,150.673707918,-0.0822412893572,0,0,0,0,0,0,0,0,0,2,5
888800000000,13331,888800000000,wamv5/gps_wamv_link,0,0,-33.7243063435,150.67370794,-0.0841999771789,0,0,0,0,0,0,0,0,0,2,5
888867000000,13332,888867000000,wamv5/gps_wamv_link,0,0,-33.7243064543,150.673707961,-0.0862695227489,0,0,0,0,0,0,0,0,0,2,5
888933000000,13333,888933000000,wamv5/gps_wamv_link,0,0,-33.7243065644,150.673707981,-0.0884274635742,0,0,0,0,0,0,0,0,0,2,5
889000000000,13334,889000000000,wamv5/gps_wamv_link,0,0,-33.724306677,150.673708,-0.0907328716403,0,0,0,0,0,0,0,0,0,2,5
889067000000,13335,889067000000,wamv5/gps_wamv_link,0,0,-33.7243067898,150.67370802,-0.0931264689609,0,0,0,0,0,0,0,0,0,2,5
889133000000,13336,889133000000,wamv5/gps_wamv_link,0,0,-33.7243069007,150.673708039,-0.0955285833073,0,0,0,0,0,0,0,0,0,2,5
889200000000,13337,889200000000,wamv5/gps_wamv_link,0,0,-33.7243070122,150.673708058,-0.0979677165383,0,0,0,0,0,0,0,0,0,2,5
889267000000,13338,889267000000,wamv5/gps_wamv_link,0,0,-33.7243071223,150.673708078,-0.100378517347,0,0,0,0,0,0,0,0,0,2,5
889333000000,13339,889333000000,wamv5/gps_wamv_link,0,0,-33.7243072294,150.673708097,-0.102725301586,0,0,0,0,0,0,0,0,0,2,5
889400000000,13340,889400000000,wamv5/gps_wamv_link,0,0,-33.7243073372,150.673708117,-0.105110146198,0,0,0,0,0,0,0,0,0,2,5
889467000000,13341,889467000000,wamv5/gps_wamv_link,0,0,-33.7243074446,150.673708137,-0.107552022365,0,0,0,0,0,0,0,0,0,2,5
889533000000,13342,889533000000,wamv5/gps_wamv_link,0,0,-33.7243075507,150.673708157,-0.110074480947,0,0,0,0,0,0,0,0,0,2,5
889600000000,13343,889600000000,wamv5/gps_wamv_link,0,0,-33.7243076591,150.673708178,-0.112807888251,0,0,0,0,0,0,0,0,0,2,5
889667000000,13344,889667000000,wamv5/gps_wamv_link,0,0,-33.7243077682,150.673708198,-0.115747728566,0,0,0,0,0,0,0,0,0,2,5
889733000000,13345,889733000000,wamv5/gps_wamv_link,0,0,-33.724307876,150.673708217,-0.118848185385,0,0,0,0,0,0,0,0,0,2,5
889800000000,13346,889800000000,wamv5/gps_wamv_link,0,0,-33.7243079855,150.673708235,-0.122175974754,0,0,0,0,0,0,0,0,0,2,5
889867000000,13347,889867000000,wamv5/gps_wamv_link,0,0,-33.7243080945,150.673708253,-0.125635675636,0,0,0,0,0,0,0,0,0,2,5
889933000000,13348,889933000000,wamv5/gps_wamv_link,0,0,-33.724308201,150.673708271,-0.129115832378,0,0,0,0,0,0,0,0,0,2,5
890000000000,13349,890000000000,wamv5/gps_wamv_link,0,0,-33.7243083081,150.673708289,-0.132670489941,0,0,0,0,0,0,0,0,0,2,5
890067000000,13350,890067000000,wamv5/gps_wamv_link,0,0,-33.7243084145,150.673708307,-0.136210848086,0,0,0,0,0,0,0,0,0,2,5
890133000000,13351,890133000000,wamv5/gps_wamv_link,0,0,-33.7243085189,150.673708323,-0.139664208466,0,0,0,0,0,0,0,0,0,2,5
890200000000,13352,890200000000,wamv5/gps_wamv_link,0,0,-33.7243086252,150.673708339,-0.143122759381,0,0,0,0,0,0,0,0,0,2,5
890267000000,13353,890267000000,wamv5/gps_wamv_link,0,0,-33.7243087323,150.673708352,-0.146518355937,0,0,0,0,0,0,0,0,0,2,5
890333000000,13354,890333000000,wamv5/gps_wamv_link,0,0,-33.7243088388,150.673708364,-0.149773652521,0,0,0,0,0,0,0,0,0,2,5
890400000000,13355,890400000000,wamv5/gps_wamv_link,0,0,-33.7243089481,150.673708374,-0.152938484366,0,0,0,0,0,0,0,0,0,2,5
890467000000,13356,890467000000,wamv5/gps_wamv_link,0,0,-33.7243090581,150.673708384,-0.15589086658,0,0,0,0,0,0,0,0,0,2,5
890533000000,13357,890533000000,wamv5/gps_wamv_link,0,0,-33.7243091665,150.673708392,-0.158504590113,0,0,0,0,0,0,0,0,0,2,5
890600000000,13358,890600000000,wamv5/gps_wamv_link,0,0,-33.7243092761,150.673708399,-0.160766014851,0,0,0,0,0,0,0,0,0,2,5
890667000000,13359,890667000000,wamv5/gps_wamv_link,0,0,-33.7243093847,150.673708406,-0.162551596813,0,0,0,0,0,0,0,0,0,2,5
890733000000,13360,890733000000,wamv5/gps_wamv_link,0,0,-33.7243094908,150.673708412,-0.163793418685,0,0,0,0,0,0,0,0,0,2,5
890800000000,13361,890800000000,wamv5/gps_wamv_link,0,0,-33.7243095978,150.673708417,-0.164511711507,0,0,0,0,0,0,0,0,0,2,5
890867000000,13362,890867000000,wamv5/gps_wamv_link,0,0,-33.7243097047,150.673708422,-0.164698501532,0,0,0,0,0,0,0,0,0,2,5
890933000000,13363,890933000000,wamv5/gps_wamv_link,0,0,-33.7243098103,150.673708427,-0.164398170507,0,0,0,0,0,0,0,0,0,2,5
891000000000,13364,891000000000,wamv5/gps_wamv_link,0,0,-33.7243099183,150.673708431,-0.163644459571,0,0,0,0,0,0,0,0,0,2,5
891067000000,13365,891067000000,wamv5/gps_wamv_link,0,0,-33.724310027,150.673708436,-0.162475993709,0,0,0,0,0,0,0,0,0,2,5
891133000000,13366,891133000000,wamv5/gps_wamv_link,0,0,-33.7243101345,150.673708439,-0.160942886107,0,0,0,0,0,0,0,0,0,2,5
891200000000,13367,891200000000,wamv5/gps_wamv_link,0,0,-33.7243102436,150.673708443,-0.159008312461,0,0,0,0,0,0,0,0,0,2,5
891267000000,13368,891267000000,wamv5/gps_wamv_link,0,0,-33.7243103521,150.673708448,-0.156695168069,0,0,0,0,0,0,0,0,0,2,5
891333000000,13369,891333000000,wamv5/gps_wamv_link,0,0,-33.7243104579,150.673708453,-0.154054364025,0,0,0,0,0,0,0,0,0,2,5
891400000000,13370,891400000000,wamv5/gps_wamv_link,0,0,-33.7243105641,150.673708459,-0.151033027111,0,0,0,0,0,0,0,0,0,2,5
891467000000,13371,891467000000,wamv5/gps_wamv_link,0,0,-33.72431067,150.673708466,-0.147720727766,0,0,0,0,0,0,0,0,0,2,5
891533000000,13372,891533000000,wamv5/gps_wamv_link,0,0,-33.7243107748,150.673708472,-0.144251416964,0,0,0,0,0,0,0,0,0,2,5
891600000000,13373,891600000000,wamv5/gps_wamv_link,0,0,-33.7243108812,150.673708479,-0.140622169812,0,0,0,0,0,0,0,0,0,2,5
891667000000,13374,891667000000,wamv5/gps_wamv_link,0,0,-33.7243109886,150.673708486,-0.136979014687,0,0,0,0,0,0,0,0,0,2,5
891733000000,13375,891733000000,wamv5/gps_wamv_link,0,0,-33.7243110963,150.673708491,-0.133451170482,0,0,0,0,0,0,0,0,0,2,5
891800000000,13376,891800000000,wamv5/gps_wamv_link,0,0,-33.7243112077,150.673708496,-0.129984169156,0,0,0,0,0,0,0,0,0,2,5
891867000000,13377,891867000000,wamv5/gps_wamv_link,0,0,-33.7243113208,150.673708501,-0.126654419859,0,0,0,0,0,0,0,0,0,2,5
891933000000,13378,891933000000,wamv5/gps_wamv_link,0,0,-33.7243114333,150.673708505,-0.123503280899,0,0,0,0,0,0,0,0,0,2,5
892000000000,13379,892000000000,wamv5/gps_wamv_link,0,0,-33.7243115482,150.673708508,-0.120412655672,0,0,0,0,0,0,0,0,0,2,5
892067000000,13380,892067000000,wamv5/gps_wamv_link,0,0,-33.7243116634,150.67370851,-0.117405126496,0,0,0,0,0,0,0,0,0,2,5
892133000000,13381,892133000000,wamv5/gps_wamv_link,0,0,-33.7243117773,150.673708512,-0.114507614748,0,0,0,0,0,0,0,0,0,2,5
892200000000,13382,892200000000,wamv5/gps_wamv_link,0,0,-33.7243118936,150.673708512,-0.111631783116,0,0,0,0,0,0,0,0,0,2,5
892267000000,13383,892267000000,wamv5/gps_wamv_link,0,0,-33.7243120111,150.673708511,-0.108835732455,0,0,0,0,0,0,0,0,0,2,5
892333000000,13384,892333000000,wamv5/gps_wamv_link,0,0,-33.7243121285,150.673708509,-0.106178926717,0,0,0,0,0,0,0,0,0,2,5
892400000000,13385,892400000000,wamv5/gps_wamv_link,0,0,-33.7243122498,150.673708506,-0.103596460724,0,0,0,0,0,0,0,0,0,2,5
892467000000,13386,892467000000,wamv5/gps_wamv_link,0,0,-33.7243123731,150.6737085,-0.101131503577,0,0,0,0,0,0,0,0,0,2,5
892533000000,13387,892533000000,wamv5/gps_wamv_link,0,0,-33.7243124964,150.673708494,-0.0988015816804,0,0,0,0,0,0,0,0,0,2,5
892600000000,13388,892600000000,wamv5/gps_wamv_link,0,0,-33.7243126229,150.673708486,-0.0965008877304,0,0,0,0,0,0,0,0,0,2,5
892667000000,13389,892667000000,wamv5/gps_wamv_link,0,0,-33.7243127502,150.673708477,-0.0942193605067,0,0,0,0,0,0,0,0,0,2,5
892733000000,13390,892733000000,wamv5/gps_wamv_link,0,0,-33.7243128759,150.673708467,-0.0919492572189,0,0,0,0,0,0,0,0,0,2,5
892800000000,13391,892800000000,wamv5/gps_wamv_link,0,0,-33.7243130036,150.673708458,-0.0895984014529,0,0,0,0,0,0,0,0,0,2,5
892867000000,13392,892867000000,wamv5/gps_wamv_link,0,0,-33.7243131314,150.673708448,-0.087206518731,0,0,0,0,0,0,0,0,0,2,5
892933000000,13393,892933000000,wamv5/gps_wamv_link,0,0,-33.7243132577,150.673708437,-0.0848457899805,0,0,0,0,0,0,0,0,0,2,5
893000000000,13394,893000000000,wamv5/gps_wamv_link,0,0,-33.7243133868,150.673708426,-0.082503970814,0,0,0,0,0,0,0,0,0,2,5
893067000000,13395,893067000000,wamv5/gps_wamv_link,0,0,-33.7243135171,150.673708415,-0.0802872337971,0,0,0,0,0,0,0,0,0,2,5
893133000000,13396,893133000000,wamv5/gps_wamv_link,0,0,-33.724313647,150.673708404,-0.0782907191703,0,0,0,0,0,0,0,0,0,2,5
893200000000,13397,893200000000,wamv5/gps_wamv_link,0,0,-33.7243137802,150.673708393,-0.0765054631122,0,0,0,0,0,0,0,0,0,2,5
893267000000,13398,893267000000,wamv5/gps_wamv_link,0,0,-33.7243139145,150.673708381,-0.0749963649319,0,0,0,0,0,0,0,0,0,2,5
893333000000,13399,893333000000,wamv5/gps_wamv_link,0,0,-33.7243140474,150.67370837,-0.0737958841378,0,0,0,0,0,0,0,0,0,2,5
893400000000,13400,893400000000,wamv5/gps_wamv_link,0,0,-33.7243141822,150.673708359,-0.0728767063242,0,0,0,0,0,0,0,0,0,2,5
893467000000,13401,893467000000,wamv5/gps_wamv_link,0,0,-33.7243143167,150.673708349,-0.0722730302269,0,0,0,0,0,0,0,0,0,2,5
893533000000,13402,893533000000,wamv5/gps_wamv_link,0,0,-33.7243144489,150.673708338,-0.0720138117998,0,0,0,0,0,0,0,0,0,2,5
893600000000,13403,893600000000,wamv5/gps_wamv_link,0,0,-33.7243145832,150.673708328,-0.0721344599008,0,0,0,0,0,0,0,0,0,2,5
893667000000,13404,893667000000,wamv5/gps_wamv_link,0,0,-33.7243147179,150.673708318,-0.0726952596237,0,0,0,0,0,0,0,0,0,2,5
893733000000,13405,893733000000,wamv5/gps_wamv_link,0,0,-33.7243148517,150.673708308,-0.0737284552911,0,0,0,0,0,0,0,0,0,2,5
893800000000,13406,893800000000,wamv5/gps_wamv_link,0,0,-33.7243149889,150.673708297,-0.0753015300619,0,0,0,0,0,0,0,0,0,2,5
893867000000,13407,893867000000,wamv5/gps_wamv_link,0,0,-33.7243151275,150.673708284,-0.0774132822457,0,0,0,0,0,0,0,0,0,2,5
893933000000,13408,893933000000,wamv5/gps_wamv_link,0,0,-33.7243152655,150.673708271,-0.0799995078612,0,0,0,0,0,0,0,0,0,2,5
894000000000,13409,894000000000,wamv5/gps_wamv_link,0,0,-33.7243154065,150.673708256,-0.0830865429525,0,0,0,0,0,0,0,0,0,2,5
894067000000,13410,894067000000,wamv5/gps_wamv_link,0,0,-33.7243155481,150.67370824,-0.0865623353519,0,0,0,0,0,0,0,0,0,2,5
894133000000,13411,894133000000,wamv5/gps_wamv_link,0,0,-33.7243156879,150.673708224,-0.0902807670539,0,0,0,0,0,0,0,0,0,2,5
894200000000,13412,894200000000,wamv5/gps_wamv_link,0,0,-33.7243158298,150.673708206,-0.094270466569,0,0,0,0,0,0,0,0,0,2,5
894267000000,13413,894267000000,wamv5/gps_wamv_link,0,0,-33.7243159718,150.673708188,-0.0984054476118,0,0,0,0,0,0,0,0,0,2,5
894333000000,13414,894333000000,wamv5/gps_wamv_link,0,0,-33.7243161121,150.673708168,-0.102567811607,0,0,0,0,0,0,0,0,0,2,5
894400000000,13415,894400000000,wamv5/gps_wamv_link,0,0,-33.7243162554,150.673708146,-0.106843890919,0,0,0,0,0,0,0,0,0,2,5
894467000000,13416,894467000000,wamv5/gps_wamv_link,0,0,-33.7243163999,150.673708123,-0.111137339415,0,0,0,0,0,0,0,0,0,2,5
894533000000,13417,894533000000,wamv5/gps_wamv_link,0,0,-33.7243165438,150.673708098,-0.115348424171,0,0,0,0,0,0,0,0,0,2,5
894600000000,13418,894600000000,wamv5/gps_wamv_link,0,0,-33.7243166913,150.673708072,-0.119559413627,0,0,0,0,0,0,0,0,0,2,5
894667000000,13419,894667000000,wamv5/gps_wamv_link,0,0,-33.7243168399,150.673708046,-0.123647642251,0,0,0,0,0,0,0,0,0,2,5
894733000000,13420,894733000000,wamv5/gps_wamv_link,0,0,-33.7243169869,150.673708019,-0.127488246213,0,0,0,0,0,0,0,0,0,2,5
894800000000,13421,894800000000,wamv5/gps_wamv_link,0,0,-33.7243171361,150.67370799,-0.131129605178,0,0,0,0,0,0,0,0,0,2,5
894867000000,13422,894867000000,wamv5/gps_wamv_link,0,0,-33.7243172849,150.673707962,-0.134455901064,0,0,0,0,0,0,0,0,0,2,5
894933000000,13423,894933000000,wamv5/gps_wamv_link,0,0,-33.7243174309,150.673707934,-0.137394167435,0,0,0,0,0,0,0,0,0,2,5
895000000000,13424,895000000000,wamv5/gps_wamv_link,0,0,-33.724317579,150.673707906,-0.14003275219,0,0,0,0,0,0,0,0,0,2,5
895067000000,13425,895067000000,wamv5/gps_wamv_link,0,0,-33.7243177271,150.673707878,-0.142351359064,0,0,0,0,0,0,0,0,0,2,5
895133000000,13426,895133000000,wamv5/gps_wamv_link,0,0,-33.7243178736,150.67370785,-0.144366238218,0,0,0,0,0,0,0,0,0,2,5
895200000000,13427,895200000000,wamv5/gps_wamv_link,0,0,-33.7243180231,150.673707823,-0.14618829315,0,0,0,0,0,0,0,0,0,2,5
895267000000,13428,895267000000,wamv5/gps_wamv_link,0,0,-33.7243181736,150.673707795,-0.147829280987,0,0,0,0,0,0,0,0,0,2,5
895333000000,13429,895333000000,wamv5/gps_wamv_link,0,0,-33.7243183227,150.673707768,-0.149297658032,0,0,0,0,0,0,0,0,0,2,5
895400000000,13430,895400000000,wamv5/gps_wamv_link,0,0,-33.7243184744,150.67370774,-0.150650147179,0,0,0,0,0,0,0,0,0,2,5
895467000000,13431,895467000000,wamv5/gps_wamv_link,0,0,-33.7243186262,150.673707713,-0.151861880373,0,0,0,0,0,0,0,0,0,2,5
895533000000,13432,895533000000,wamv5/gps_wamv_link,0,0,-33.7243187754,150.673707686,-0.152910973918,0,0,0,0,0,0,0,0,0,2,5
895600000000,13433,895600000000,wamv5/gps_wamv_link,0,0,-33.7243189264,150.673707659,-0.153826443105,0,0,0,0,0,0,0,0,0,2,5
895667000000,13434,895667000000,wamv5/gps_wamv_link,0,0,-33.7243190771,150.673707633,-0.154599344121,0,0,0,0,0,0,0,0,0,2,5
895733000000,13435,895733000000,wamv5/gps_wamv_link,0,0,-33.7243192255,150.673707607,-0.155239905256,0,0,0,0,0,0,0,0,0,2,5
895800000000,13436,895800000000,wamv5/gps_wamv_link,0,0,-33.7243193767,150.673707579,-0.155791176869,0,0,0,0,0,0,0,0,0,2,5
895867000000,13437,895867000000,wamv5/gps_wamv_link,0,0,-33.7243195287,150.673707551,-0.15626174898,0,0,0,0,0,0,0,0,0,2,5
895933000000,13438,895933000000,wamv5/gps_wamv_link,0,0,-33.7243196798,150.673707522,-0.156651141492,0,0,0,0,0,0,0,0,0,2,5
896000000000,13439,896000000000,wamv5/gps_wamv_link,0,0,-33.7243198344,150.673707492,-0.156955130307,0,0,0,0,0,0,0,0,0,2,5
896067000000,13440,896067000000,wamv5/gps_wamv_link,0,0,-33.7243199901,150.673707461,-0.157127640032,0,0,0,0,0,0,0,0,0,2,5
896133000000,13441,896133000000,wamv5/gps_wamv_link,0,0,-33.7243201442,150.673707429,-0.157110893393,0,0,0,0,0,0,0,0,0,2,5
896200000000,13442,896200000000,wamv5/gps_wamv_link,0,0,-33.7243203008,150.673707396,-0.156834603705,0,0,0,0,0,0,0,0,0,2,5
896267000000,13443,896267000000,wamv5/gps_wamv_link,0,0,-33.7243204572,150.673707362,-0.156229209737,0,0,0,0,0,0,0,0,0,2,5
896333000000,13444,896333000000,wamv5/gps_wamv_link,0,0,-33.7243206112,150.673707327,-0.155259954546,0,0,0,0,0,0,0,0,0,2,5
896400000000,13445,896400000000,wamv5/gps_wamv_link,0,0,-33.7243207674,150.673707292,-0.153869512115,0,0,0,0,0,0,0,0,0,2,5
896467000000,13446,896467000000,wamv5/gps_wamv_link,0,0,-33.7243209239,150.673707256,-0.152066591749,0,0,0,0,0,0,0,0,0,2,5
896533000000,13447,896533000000,wamv5/gps_wamv_link,0,0,-33.7243210789,150.673707219,-0.149903498205,0,0,0,0,0,0,0,0,0,2,5
896600000000,13448,896600000000,wamv5/gps_wamv_link,0,0,-33.7243212371,150.673707182,-0.147341132364,0,0,0,0,0,0,0,0,0,2,5
896667000000,13449,896667000000,wamv5/gps_wamv_link,0,0,-33.7243213964,150.673707144,-0.144436472312,0,0,0,0,0,0,0,0,0,2,5
896733000000,13450,896733000000,wamv5/gps_wamv_link,0,0,-33.7243215541,150.673707106,-0.141260454775,0,0,0,0,0,0,0,0,0,2,5
896800000000,13451,896800000000,wamv5/gps_wamv_link,0,0,-33.7243217147,150.673707067,-0.137728824671,0,0,0,0,0,0,0,0,0,2,5
896867000000,13452,896867000000,wamv5/gps_wamv_link,0,0,-33.7243218753,150.673707029,-0.13389556351,0,0,0,0,0,0,0,0,0,2,5
896933000000,13453,896933000000,wamv5/gps_wamv_link,0,0,-33.7243220331,150.673706992,-0.129838105937,0,0,0,0,0,0,0,0,0,2,5
897000000000,13454,897000000000,wamv5/gps_wamv_link,0,0,-33.7243221927,150.673706955,-0.125463895825,0,0,0,0,0,0,0,0,0,2,5
897067000000,13455,897067000000,wamv5/gps_wamv_link,0,0,-33.7243223516,150.673706918,-0.120887779079,0,0,0,0,0,0,0,0,0,2,5
897133000000,13456,897133000000,wamv5/gps_wamv_link,0,0,-33.7243225078,150.673706883,-0.116261326084,0,0,0,0,0,0,0,0,0,2,5
897200000000,13457,897200000000,wamv5/gps_wamv_link,0,0,-33.7243226664,150.673706848,-0.111542524864,0,0,0,0,0,0,0,0,0,2,5
897267000000,13458,897267000000,wamv5/gps_wamv_link,0,0,-33.7243228255,150.673706814,-0.106906377446,0,0,0,0,0,0,0,0,0,2,5
897333000000,13459,897333000000,wamv5/gps_wamv_link,0,0,-33.7243229829,150.67370678,-0.102515993876,0,0,0,0,0,0,0,0,0,2,5
897400000000,13460,897400000000,wamv5/gps_wamv_link,0,0,-33.7243231435,150.673706746,-0.0983176488605,0,0,0,0,0,0,0,0,0,2,5
897467000000,13461,897467000000,wamv5/gps_wamv_link,0,0,-33.7243233046,150.673706712,-0.0944356632952,0,0,0,0,0,0,0,0,0,2,5
897533000000,13462,897533000000,wamv5/gps_wamv_link,0,0,-33.7243234636,150.673706678,-0.0909521037302,0,0,0,0,0,0,0,0,0,2,5
897600000000,13463,897600000000,wamv5/gps_wamv_link,0,0,-33.7243236249,150.673706645,-0.0877748347031,0,0,0,0,0,0,0,0,0,2,5
897667000000,13464,897667000000,wamv5/gps_wamv_link,0,0,-33.7243237857,150.673706611,-0.0849637373588,0,0,0,0,0,0,0,0,0,2,5
897733000000,13465,897733000000,wamv5/gps_wamv_link,0,0,-33.7243239437,150.673706578,-0.082556717592,0,0,0,0,0,0,0,0,0,2,5
897800000000,13466,897800000000,wamv5/gps_wamv_link,0,0,-33.724324104,150.673706544,-0.0804896889439,0,0,0,0,0,0,0,0,0,2,5
897867000000,13467,897867000000,wamv5/gps_wamv_link,0,0,-33.7243242645,150.673706509,-0.0788147733111,0,0,0,0,0,0,0,0,0,2,5
897933000000,13468,897933000000,wamv5/gps_wamv_link,0,0,-33.7243244233,150.673706474,-0.0775591637802,0,0,0,0,0,0,0,0,0,2,5
898000000000,13469,898000000000,wamv5/gps_wamv_link,0,0,-33.7243245854,150.673706438,-0.0766867997535,0,0,0,0,0,0,0,0,0,2,5
898067000000,13470,898067000000,wamv5/gps_wamv_link,0,0,-33.7243247486,150.6737064,-0.0762058892702,0,0,0,0,0,0,0,0,0,2,5
898133000000,13471,898133000000,wamv5/gps_wamv_link,0,0,-33.7243249104,150.673706362,-0.0760823403815,0,0,0,0,0,0,0,0,0,2,5
898200000000,13472,898200000000,wamv5/gps_wamv_link,0,0,-33.7243250754,150.673706321,-0.0762607327465,0,0,0,0,0,0,0,0,0,2,5
898267000000,13473,898267000000,wamv5/gps_wamv_link,0,0,-33.7243252406,150.673706281,-0.0766803567381,0,0,0,0,0,0,0,0,0,2,5
898333000000,13474,898333000000,wamv5/gps_wamv_link,0,0,-33.7243254034,150.67370624,-0.077263896355,0,0,0,0,0,0,0,0,0,2,5
898400000000,13475,898400000000,wamv5/gps_wamv_link,0,0,-33.7243255682,150.673706198,-0.0779722195455,0,0,0,0,0,0,0,0,0,2,5
898467000000,13476,898467000000,wamv5/gps_wamv_link,0,0,-33.7243257326,150.673706156,-0.0787599958496,0,0,0,0,0,0,0,0,0,2,5
898533000000,13477,898533000000,wamv5/gps_wamv_link,0,0,-33.7243258944,150.673706114,-0.0796005229591,0,0,0,0,0,0,0,0,0,2,5
898600000000,13478,898600000000,wamv5/gps_wamv_link,0,0,-33.7243260588,150.67370607,-0.0805268928739,0,0,0,0,0,0,0,0,0,2,5
898667000000,13479,898667000000,wamv5/gps_wamv_link,0,0,-33.7243262236,150.673706027,-0.0815476725703,0,0,0,0,0,0,0,0,0,2,5
898733000000,13480,898733000000,wamv5/gps_wamv_link,0,0,-33.7243263866,150.673705984,-0.0826688118597,0,0,0,0,0,0,0,0,0,2,5
898800000000,13481,898800000000,wamv5/gps_wamv_link,0,0,-33.7243265527,150.673705941,-0.0839424555596,0,0,0,0,0,0,0,0,0,2,5
898867000000,13482,898867000000,wamv5/gps_wamv_link,0,0,-33.7243267193,150.673705897,-0.0853607432412,0,0,0,0,0,0,0,0,0,2,5
898933000000,13483,898933000000,wamv5/gps_wamv_link,0,0,-33.7243268833,150.673705855,-0.0868978867349,0,0,0,0,0,0,0,0,0,2,5
899000000000,13484,899000000000,wamv5/gps_wamv_link,0,0,-33.7243270494,150.673705812,-0.088595258394,0,0,0,0,0,0,0,0,0,2,5
899067000000,13485,899067000000,wamv5/gps_wamv_link,0,0,-33.7243272147,150.67370577,-0.0904302245003,0,0,0,0,0,0,0,0,0,2,5
899133000000,13486,899133000000,wamv5/gps_wamv_link,0,0,-33.7243273768,150.67370573,-0.0923842849009,0,0,0,0,0,0,0,0,0,2,5
899200000000,13487,899200000000,wamv5/gps_wamv_link,0,0,-33.7243275407,150.673705689,-0.0945444694154,0,0,0,0,0,0,0,0,0,2,5
899267000000,13488,899267000000,wamv5/gps_wamv_link,0,0,-33.7243277044,150.673705649,-0.0969230862439,0,0,0,0,0,0,0,0,0,2,5
899333000000,13489,899333000000,wamv5/gps_wamv_link,0,0,-33.7243278657,150.67370561,-0.0995232468785,0,0,0,0,0,0,0,0,0,2,5
899400000000,13490,899400000000,wamv5/gps_wamv_link,0,0,-33.72432803,150.67370557,-0.102460623791,0,0,0,0,0,0,0,0,0,2,5
899467000000,13491,899467000000,wamv5/gps_wamv_link,0,0,-33.7243281949,150.67370553,-0.105717453953,0,0,0,0,0,0,0,0,0,2,5
899533000000,13492,899533000000,wamv5/gps_wamv_link,0,0,-33.724328358,150.67370549,-0.109232830727,0,0,0,0,0,0,0,0,0,2,5
899600000000,13493,899600000000,wamv5/gps_wamv_link,0,0,-33.724328524,150.673705449,-0.113081413586,0,0,0,0,0,0,0,0,0,2,5
899667000000,13494,899667000000,wamv5/gps_wamv_link,0,0,-33.7243286901,150.673705407,-0.117156694658,0,0,0,0,0,0,0,0,0,2,5
899733000000,13495,899733000000,wamv5/gps_wamv_link,0,0,-33.7243288536,150.673705365,-0.121324093642,0,0,0,0,0,0,0,0,0,2,5
899800000000,13496,899800000000,wamv5/gps_wamv_link,0,0,-33.7243290193,150.673705323,-0.125635601535,0,0,0,0,0,0,0,0,0,2,5
899867000000,13497,899867000000,wamv5/gps_wamv_link,0,0,-33.7243291847,150.673705279,-0.129958297495,0,0,0,0,0,0,0,0,0,2,5
899933000000,13498,899933000000,wamv5/gps_wamv_link,0,0,-33.7243293475,150.673705235,-0.134167696126,0,0,0,0,0,0,0,0,0,2,5
899999000000,13499,900000000000,wamv5/gps_wamv_link,0,0,-33.7243295131,150.673705189,-0.138339934172,0,0,0,0,0,0,0,0,0,2,5
900067000000,13500,900067000000,wamv5/gps_wamv_link,0,0,-33.7243296794,150.673705142,-0.1423640142,0,0,0,0,0,0,0,0,0,2,5
900133000000,13501,900133000000,wamv5/gps_wamv_link,0,0,-33.724329844,150.673705094,-0.146137451119,0,0,0,0,0,0,0,0,0,2,5
900200000000,13502,900200000000,wamv5/gps_wamv_link,0,0,-33.7243300121,150.673705045,-0.149722732321,0,0,0,0,0,0,0,0,0,2,5
900267000000,13503,900267000000,wamv5/gps_wamv_link,0,0,-33.724330181,150.673704995,-0.153000448494,0,0,0,0,0,0,0,0,0,2,5
900333000000,13504,900333000000,wamv5/gps_wamv_link,0,0,-33.7243303476,150.673704944,-0.15586308871,0,0,0,0,0,0,0,0,0,2,5
900400000000,13505,900400000000,wamv5/gps_wamv_link,0,0,-33.7243305166,150.673704893,-0.158330911286,0,0,0,0,0,0,0,0,0,2,5
900467000000,13506,900467000000,wamv5/gps_wamv_link,0,0,-33.7243306852,150.673704841,-0.160300372593,0,0,0,0,0,0,0,0,0,2,5
900533000000,13507,900533000000,wamv5/gps_wamv_link,0,0,-33.7243308507,150.67370479,-0.161717512271,0,0,0,0,0,0,0,0,0,2,5
900600000000,13508,900600000000,wamv5/gps_wamv_link,0,0,-33.7243310181,150.673704738,-0.162615897419,0,0,0,0,0,0,0,0,0,2,5
900667000000,13509,900667000000,wamv5/gps_wamv_link,0,0,-33.7243311852,150.673704687,-0.16298789123,0,0,0,0,0,0,0,0,0,2,5
